SeriousDlqin2yrs,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,NumberOfTimes90DaysLate,NumberOfTime60-89DaysPastDueNotWorse,MonthlyIncome,NumberOfDependents
0,60,0,0.299986,0,0,7376,1
0,56,0,0,0,0,10517,0
0,81,0,0.443889,0,0,2200,0
0,38,0,0.173541,0,1,6666,2
0,62,0,0.004856,0,0,3500,0
0,40,0,0.467606,1,0,3333,1
0,60,0,0.364272,0,0,5289,2
0,52,2,2858,1,1,,0
0,22,0,0.022472,0,0,800,0
0,31,0,0.007594,0,0,7900,2
0,65,0,0.341644,0,0,8101,0
0,60,0,0.221763,0,0,3629,0
0,68,0,0.338847,0,0,5500,0
0,67,0,944,0,0,,0
0,61,0,335,0,0,,0
0,74,0,25,0,0,,0
0,48,0,0.402163,0,0,4900,1
0,45,0,0.126593,0,0,3451,2
0,60,0,0.002243,0,0,4012,0
0,38,4,0.029779,0,0,2484,0
0,68,0,0.003599,0,0,2500,0
0,51,0,0.065194,0,0,5521,1
0,65,0,2959,0,0,,0
0,56,0,0.139389,0,0,7826,0
0,38,0,2048,0,0,,0
0,51,0,0.360678,0,0,12750,2
0,61,0,0.384536,0,0,6750,0
0,32,0,4726,0,0,,0
0,21,0,0.000519,0,0,1925,0
0,57,3,0.494239,0,0,12410,1
0,59,0,36,0,0,,0
0,59,0,0.258226,1,0,2400,1
0,68,0,13,0,0,,
0,25,0,0.336106,0,0,600,0
0,63,0,0.71293,0,0,5057,1
0,66,0,0.143854,0,0,6450,0
0,65,1,0.280909,0,0,7966,0
0,59,0,0.009411,0,0,8500,0
0,52,0,0.533261,0,0,2780,0
0,35,0,0.534226,0,0,6500,1
0,43,1,0.266853,0,0,5013,2
0,33,1,0.083368,1,1,4833,1
0,84,0,0.006997,0,0,5001,0
0,46,0,0.46425,0,1,16083,2
0,52,0,1.992002,0,0,4000,0
0,54,0,0.550244,0,0,5333,1
0,31,0,946,0,0,,0
0,41,1,0.368441,0,0,10500,0
0,67,0,180,0,0,,0
0,63,0,4324,0,0,,
0,57,0,0.640194,0,0,1850,0
0,43,0,0.407017,0,0,11200,3
0,39,0,0.347738,0,1,1480,0
0,28,0,354,0,0,,0
0,75,0,1.035379,0,0,2345,0
0,58,1,0.32959,0,0,12821,0
0,49,0,0.386581,0,0,4500,0
0,43,0,387,0,0,,0
0,38,0,0.514227,0,0,5833,0
0,51,3,0.47781,2,1,9350,4
0,46,0,0.260423,0,1,13838,2
0,44,0,0.34484,0,0,8400,3
0,39,0,5.511654,0,0,900,0
0,30,0,0.000148,0,0,6775,3
0,47,0,0.065727,0,0,6100,0
0,44,0,0.31973,0,0,8600,2
0,40,0,0.0009,0,0,10000,2
0,65,1,0.64277,0,0,4909,1
0,75,0,0.001499,0,0,2000,0
0,56,2,0.325562,0,0,7377,0
0,47,1,1.545564,0,0,833,0
0,54,0,0.291897,0,0,12500,3
0,44,0,0.625605,0,0,3100,2
0,40,0,0.362051,0,0,6650,1
0,55,0,540,1,0,,0
0,67,0,1.07327,0,0,4421,0
0,46,0,1925,0,0,,0
0,41,0,0.553921,0,0,7000,2
0,93,0,0.001028,0,0,5833,1
0,81,1,0.463043,0,0,3219,0
0,72,0,0.036646,0,0,1800,0
0,35,0,0.189401,0,0,12000,4
0,78,1,0.009464,0,0,633,0
0,44,0,0.220425,0,0,8283,2
0,50,1,0.329612,0,0,9583,1
0,75,0,0.311619,0,0,6600,0
0,75,0,0.058797,0,0,6700,1
0,71,0,0.023631,0,0,4400,0
0,32,0,0,0,0,2500,0
0,61,0,125,0,0,,0
0,36,0,0.63393,0,0,5416,0
0,58,0,2533,0,0,,3
0,48,0,0.003889,0,0,10800,0
0,57,0,1220,0,0,,2
0,89,0,0.005624,0,0,4800,0
0,48,0,0.593278,0,0,8211,0
0,39,0,0.308077,0,0,3800,2
0,59,0,0.22197,0,0,7500,0
0,63,0,0.207856,0,0,5065,0
0,69,0,0.195574,0,0,7500,0
0,57,1,0.003437,0,0,9600,1
0,65,0,1454,0,0,,0
0,74,0,7,0,0,,0
0,38,0,0.489359,0,0,7000,1
0,64,0,3728,0,0,0,0
0,38,0,0.024595,0,0,5000,3
0,71,1,0.082312,0,0,14772,1
0,51,1,0.443902,0,0,8600,0
0,48,0,0.669541,0,0,8000,3
0,46,0,0.231401,0,0,8400,0
0,67,1,0.683797,0,0,1400,0
0,66,0,6237,0,0,,1
0,68,0,45,0,0,,0
0,36,1,0.882122,0,0,2035,0
0,54,0,0.271793,0,0,11000,5
0,49,0,2888,0,0,,0
0,72,1,0.764985,0,0,3786,0
0,86,0,0.178614,0,0,5021,1
0,51,0,0.367853,0,0,2500,0
0,61,0,565,0,0,,0
0,76,0,0.382869,0,0,3700,0
0,57,0,0.002772,0,0,4689,0
0,49,0,2.141743,0,0,768,0
0,66,0,1,0,0,996,0
0,37,1,0.24606,0,0,5900,2
0,79,0,0.0619,0,0,2083,0
0,63,0,21,0,0,,0
0,71,0,272,0,0,,0
0,43,0,0.264912,0,0,3000,1
0,56,0,0.426891,0,0,8500,0
0,41,0,0.115768,0,0,500,2
0,38,0,0.198925,0,0,7253,3
0,24,0,0.213893,0,0,2000,0
0,63,0,0.004965,0,0,9465,0
0,72,0,490,0,0,,0
0,64,0,2978,0,0,,2
0,48,0,0.505916,0,0,6000,1
0,54,1,0.46926,1,0,3675,2
0,37,0,0.166556,0,0,1500,0
0,71,0,0.018902,0,0,6083,0
0,37,0,0.084766,0,0,2500,0
0,42,0,6836,0,0,0,3
0,66,0,0.622217,0,0,3906,0
0,85,2,0.119849,0,0,2644,0
0,61,0,0.529909,0,0,6151,0
0,61,0,0.960297,0,0,3500,0
0,63,0,0.168194,0,0,16700,0
0,41,0,0.302261,0,0,10083,2
0,73,0,973,0,0,,0
0,22,0,0.080933,0,0,4200,1
0,37,0,0.647423,0,0,2580,2
0,50,0,1.480963,0,0,3860,2
0,50,0,0.052996,0,0,13000,2
0,53,0,0.404315,0,0,5700,0
0,52,0,0.109201,0,0,11400,3
0,46,0,2.463629,0,0,1250,0
0,66,0,0.120631,0,0,12417,0
0,73,0,0.21527,0,2,6600,0
0,65,1,0.265844,0,0,10618,0
0,72,0,32,0,0,,0
0,46,0,36,0,0,,0
0,51,0,1.547077,0,0,1624,0
0,60,0,4269,0,0,,0
0,72,0,0.496888,0,0,4016,0
0,49,0,0,0,0,,0
0,63,0,0.630481,0,0,7000,0
0,44,0,0.300464,0,0,7534,1
0,36,1,0.932841,0,0,4600,1
0,69,0,0.017593,0,0,2500,0
0,48,0,1601,0,0,,0
0,37,0,0.646254,0,0,2775,2
0,63,0,0.196756,0,0,10972,0
0,41,0,0.396865,0,0,8100,4
0,53,0,0.133236,0,0,4780,2
0,36,0,0.00457,0,0,3500,0
0,58,0,2938,0,0,,0
0,67,0,0.199627,0,0,6441,1
0,70,0,79,0,0,,
0,31,0,0.664193,0,0,4850,0
0,72,0,0.124175,0,0,5000,0
0,55,0,0.238609,0,0,11214,3
0,61,0,5030,0,0,,
0,48,0,0.145968,0,0,4500,2
0,51,0,0.329608,0,0,8500,1
0,24,0,0.023993,0,0,1166,0
0,40,2,0.123969,0,0,4000,1
0,61,0,0.016883,0,0,9772,0
0,65,0,0.756712,0,0,5400,0
0,52,0,769,0,0,,0
0,31,1,670,0,0,,0
0,44,0,0.133143,0,0,37500,0
0,53,1,0.267465,0,0,6426,1
0,28,0,0.015492,0,0,2000,0
0,30,0,0.694694,0,0,3900,1
0,32,0,0.088194,0,0,2879,0
0,54,3,1.078449,0,0,6500,0
0,43,1,379,0,3,,
0,59,0,5637,0,0,,0
0,49,1,0.390739,0,0,5916,3
0,56,0,0.145917,0,0,16666,4
0,82,0,0.013716,0,0,7800,0
0,75,0,0.337666,0,1,4000,0
0,48,0,0.412221,6,0,4254,0
0,45,2,6265,0,0,,2
0,75,0,0.257933,0,0,6617,1
0,28,98,0,98,98,2171,0
0,92,0,214,0,0,,0
0,60,5,0.952392,1,2,4200,0
0,60,0,554,0,0,,3
0,69,0,0.489128,0,0,4000,1
0,58,3,1455,0,0,,0
0,60,0,0.006575,0,0,3041,0
0,36,0,0.415866,0,0,7600,0
0,46,0,0.276037,0,0,3350,2
0,49,0,0.381905,0,0,4000,3
0,61,0,0.396603,0,0,1000,0
0,58,0,0.093116,0,0,3500,0
0,75,0,0.005314,0,0,5833,0
0,42,0,0.061613,0,0,10500,3
0,45,0,0.250594,0,0,8000,2
0,62,0,1716,0,0,,0
0,47,0,2.005549,1,0,900,5
0,65,0,0.330623,0,0,7500,0
0,85,0,0.303775,0,0,2277,1
0,47,0,0.182404,0,0,4500,1
0,65,0,0.108723,0,0,4000,0
0,69,0,0.08532,0,0,9938,0
0,34,0,0.535089,0,0,7252,5
0,46,0,0.005464,0,0,8235,0
0,51,1,0.401535,0,0,9901,2
0,49,0,0.453802,0,0,3300,0
0,67,0,0.640288,0,0,1667,0
0,42,1,0.556581,0,0,10833,1
0,28,0,0.167514,0,0,6100,1
0,53,0,0.483536,1,0,7500,1
0,45,0,1735,0,0,,0
0,40,0,0.051344,0,0,2083,0
0,72,1,0.231217,0,0,11499,0
0,73,0,0.190047,0,0,11312,1
0,80,0,0,0,0,,0
0,48,0,0.177432,0,0,3978,0
0,42,0,0.006532,1,0,7500,0
0,51,0,0.723338,0,0,1940,0
0,51,0,0.051532,0,0,7276,1
0,22,0,0.004872,0,0,820,0
0,62,0,0.007782,0,0,9508,0
0,52,0,0.557728,0,0,11250,1
0,52,1,0.009332,0,0,6000,1
0,26,0,0.000875,0,0,2285,0
0,53,0,0.050406,0,0,4800,0
0,52,0,1804,0,0,,0
0,46,0,0.287671,0,0,1167,2
0,61,0,0.351384,7,1,7404,0
0,30,0,0.466133,0,0,4000,0
0,73,0,0.337262,0,0,7720,0
0,25,0,0.042378,0,0,3397,2
0,40,1,0.166232,0,0,17264,1
0,71,0,0.054852,0,0,10500,0
0,28,1,0.207827,0,0,1890,0
0,50,0,0.449888,0,0,13000,1
0,74,0,0.684294,0,0,3157,0
0,39,0,0.142095,0,0,3750,0
0,71,0,0.028312,0,0,2860,0
0,26,1,278,1,1,,0
0,57,0,0.319574,0,0,10416,0
0,44,0,0.368498,0,0,10900,1
0,63,0,0.770945,0,0,1300,0
0,85,0,0.004999,0,0,5800,0
0,47,0,0.15303,0,0,6220,1
0,45,0,0.180759,0,0,10300,3
0,46,0,0.224848,0,0,11042,0
0,55,1,0.213322,0,0,3407,0
0,48,0,0.325521,0,0,4650,0
0,42,0,0.389309,0,0,7800,5
0,77,0,178,0,0,,0
0,64,0,0.514125,0,0,36000,0
0,31,1,0.588885,0,0,3166,1
0,58,0,0.443918,0,0,6124,1
0,48,0,0.264996,0,0,3750,0
0,38,0,0.228305,0,2,3963,4
0,54,0,0.734455,0,0,2733,3
0,68,0,0.580449,0,0,5922,0
0,78,1,0.451106,1,0,5470,0
0,57,0,1328,0,0,,0
0,40,0,906,0,0,,0
0,46,0,0.292066,0,0,4700,2
0,80,0,4766,0,0,,0
0,33,1,0.099915,0,0,5854,3
0,56,0,0.060889,0,0,12300,0
0,65,0,0.490471,0,0,11333,0
0,55,0,0.259342,0,0,5833,0
0,87,0,0.310223,0,0,5105,0
0,54,0,0.347492,0,0,8333,0
0,33,2,0.130595,1,1,6500,0
0,29,0,0.475745,0,0,1710,2
0,44,0,0.271903,0,0,8160,1
0,51,0,0.202482,0,0,4834,1
0,55,0,0.14655,0,0,7000,3
0,35,0,1556,0,0,,
0,77,0,0.122076,0,0,3333,0
0,64,0,0.792158,0,0,3391,0
0,50,0,0.00028,0,0,3572,0
0,51,0,14,0,0,,0
0,54,0,0.40348,0,0,5516,2
0,80,1,0.494957,0,1,2676,0
0,41,1,0.592472,0,0,3081,3
0,43,3,0.707088,0,1,2976,1
0,48,0,0.35891,0,0,4000,0
0,41,0,0.265173,0,0,10000,1
0,35,0,0.432388,0,0,3630,0
0,62,0,1,0,0,,0
0,54,0,0.233765,0,0,17200,1
0,50,0,0.692049,0,0,10111,0
0,38,0,0.561323,0,0,2600,0
0,42,0,0.31846,0,0,8000,2
0,47,0,0.393503,0,0,9450,3
0,22,0,21,0,0,,0
0,74,0,5216,0,0,,0
0,47,0,1321,0,0,,1
0,52,1,0.133143,0,0,20000,1
0,67,0,101,0,0,,0
0,44,0,0.538912,0,0,8878,2
0,56,0,0.244192,0,0,6240,2
0,44,0,0.143352,0,0,5768,0
0,66,0,0.212681,0,0,7475,0
0,65,0,3865,0,1,,0
0,60,0,1.582634,0,0,3097,0
0,57,0,0.082717,0,0,3650,2
0,61,0,3212,0,0,,0
0,41,0,0.036385,0,0,2500,2
0,73,0,0.537803,0,0,5025,1
0,53,2,0.004736,3,0,9500,1
0,34,0,0.430915,0,0,3900,3
0,65,0,0.75797,0,0,2383,0
0,63,0,0.266021,0,0,5055,0
0,40,1,0.504521,0,0,4423,1
0,37,0,0,0,0,,0
0,68,0,0.391644,0,0,5767,0
0,35,0,1516,0,0,,
0,68,0,0.170501,0,0,8040,0
0,25,0,0.163775,0,0,1440,0
0,76,0,23,0,0,,0
0,47,0,0.285662,0,0,5453,0
0,59,0,0.50637,0,0,6514,1
0,42,6,0.531273,0,0,6666,3
0,52,0,0.130147,0,0,29166,0
0,62,0,0.635816,0,0,10620,0
0,80,0,0.287207,0,0,5166,0
0,39,0,0.034706,0,0,10833,3
0,79,0,1.020282,0,0,3894,0
0,47,0,0.161855,0,0,8000,2
0,53,0,0.282061,0,0,13255,0
0,29,0,0.248726,0,0,3726,0
0,45,0,0.133688,0,0,12416,2
0,29,0,1722,0,0,,1
0,47,0,0.348348,0,0,5416,0
0,32,0,0.450646,0,0,2400,0
0,44,0,0.4972,1,0,6250,0
0,54,0,876,1,0,,
0,46,0,0.30005,0,0,13900,3
0,45,0,0.40855,0,0,3110,3
0,40,0,0.338187,0,0,4600,0
0,51,0,0.077356,0,0,14400,1
0,66,0,0.386118,0,0,23800,0
0,39,2,0.190311,1,0,2600,0
0,45,0,0.098227,0,0,13030,3
0,62,0,0.570715,0,0,2000,0
0,54,0,0.331886,0,0,5528,1
0,70,0,0.061188,0,0,1666,0
0,65,0,0.379046,0,0,11615,1
0,83,0,33,0,0,,
0,40,0,1.117148,0,0,5300,1
0,37,0,0.160208,0,0,18500,2
0,27,0,0.877614,0,0,2916,1
0,90,0,54,0,0,,
0,64,0,0.586863,0,0,5830,0
0,56,1,0.673643,0,0,7883,3
0,55,0,0.134582,0,0,5230,2
0,65,0,0.096352,0,0,12007,1
0,38,0,0.098502,0,0,6009,3
0,50,0,0.112461,0,0,15800,0
0,42,1,0.606799,0,1,8000,1
0,42,0,0.476652,0,0,10000,0
0,66,0,0.387045,0,0,2500,0
0,41,0,0.210416,0,0,1900,1
0,55,0,0.006255,0,0,5754,0
0,74,0,11,0,0,,0
0,30,0,0.253876,0,0,4320,2
0,46,0,0.229738,0,0,4700,0
0,62,0,0.362041,0,0,15500,1
0,53,0,0.068311,0,0,1580,0
0,48,0,204,0,0,,0
0,55,0,0.80105,0,0,4000,1
0,55,0,0.484929,0,0,6800,3
0,39,1,0.497988,0,0,9192,1
0,60,0,0.184509,0,0,3614,0
0,50,0,0.58942,0,0,4120,2
0,57,2,1.236018,0,0,893,0
0,55,2,1265,0,1,,0
0,59,0,0.95851,0,0,4000,0
0,60,0,0.313929,0,0,12333,1
0,41,0,0.240992,0,0,9962,4
0,48,0,0.26991,0,0,3000,0
0,58,3,0.690355,0,0,4333,0
0,54,0,0.421116,0,0,3333,1
0,75,0,0.208892,0,0,4700,0
0,43,0,0.017938,0,0,3957,1
0,79,0,658,0,0,,0
0,32,0,0,0,0,2313,0
0,31,0,0.43699,0,0,3800,0
0,65,0,0.276289,0,0,2500,0
0,52,0,0.447322,0,0,6833,2
0,45,0,0.511307,0,0,4200,1
0,63,0,0.454424,0,0,6000,0
0,72,0,3014,0,0,,1
0,44,1,0.349442,0,0,6000,2
0,54,0,0.328548,0,0,7800,0
0,22,0,0,0,0,929,0
0,50,0,0.368545,0,0,10166,2
0,56,0,0.418753,0,0,5790,0
0,46,0,0.39576,0,0,10000,0
0,70,0,2527,0,0,,
0,52,0,0.173566,0,0,11666,0
0,59,0,0.321545,0,0,11083,2
0,74,0,0.051688,0,0,13000,1
0,65,0,0.004999,0,0,10000,0
0,62,0,0.622469,0,0,6666,0
0,84,0,407,0,0,,0
0,42,0,0.417993,0,0,5590,4
0,51,1,0.936831,0,0,3830,0
0,25,0,465,0,0,,0
0,37,0,0.092954,0,0,2000,0
0,43,0,0.148692,0,0,4700,2
0,29,0,0.693554,0,0,2900,1
0,54,0,2.28048,0,0,1500,0
0,58,0,0.227352,0,0,6887,1
0,61,1,0.341892,0,0,7516,0
0,87,0,0.083153,0,0,6000,0
0,57,1,0.559215,0,0,7286,2
0,52,0,0.57602,0,0,10950,2
0,77,0,0.004931,0,0,4866,0
0,38,0,0.216196,0,1,4000,0
0,68,0,0.086464,0,0,8650,1
0,57,2,0.5393,0,0,2200,0
0,31,0,0.416181,0,0,8750,2
0,43,0,1.46744,0,0,1550,3
0,41,0,2345,0,0,,0
0,37,0,0.280282,0,0,6100,2
0,42,0,1133,0,0,,0
0,63,0,89,0,0,,0
0,47,2,0.222444,0,0,4000,0
0,42,0,2376,0,0,,3
0,55,0,0.34558,0,0,5225,4
0,74,0,0.458522,0,0,6834,0
0,31,1,0.219193,0,0,2750,0
0,35,0,0.458308,0,0,5000,2
0,42,0,0.010332,0,0,6000,0
0,68,0,0.235204,0,0,4561,0
0,80,0,58,0,0,,0
0,45,0,0.154948,0,0,3000,0
0,56,0,0.216507,0,0,9583,0
0,39,0,1155,0,0,,0
0,43,0,2705,0,0,,0
0,42,1,0.485946,0,0,1600,0
0,36,0,0.381682,0,0,3198,1
0,46,0,0.023991,0,2,2750,1
0,65,0,1404,0,0,,0
0,42,1,0.428085,0,0,7640,2
0,54,0,2543,0,0,,2
0,42,1,1.213939,0,0,5150,0
0,40,0,0.726379,0,0,6000,1
0,55,0,0.311211,0,0,2666,0
0,38,0,0.193507,0,0,2340,0
0,43,1,0.445728,0,0,9000,2
0,40,0,4.049875,0,0,400,0
0,64,0,0.197048,0,0,4810,0
0,29,0,0.200278,0,0,2880,0
0,37,0,0.817303,0,0,1860,1
0,63,0,0.280131,0,0,5500,0
0,56,0,0.190854,0,0,15000,0
0,59,1,0.771687,0,0,3100,0
0,50,0,0.668472,0,0,2768,0
0,35,0,0.573227,0,0,5400,0
0,28,0,0.577117,0,0,3967,3
0,52,1,0.163071,0,0,2409,3
0,62,1,0.139018,0,0,7293,0
0,36,1,0.883953,0,0,1800,0
0,61,4,1.974682,1,1,8333,2
0,48,0,0.232515,0,1,4846,2
0,43,0,2.499445,0,0,900,2
0,25,0,0.010515,0,0,950,0
0,27,0,0.308694,0,0,3300,1
0,43,0,0.291608,0,0,8579,0
0,56,0,0.533373,0,0,11700,3
0,26,1,0.105839,1,0,4109,2
0,78,2,0.218767,0,0,1800,0
0,57,0,13,0,0,,0
0,37,0,452,0,0,,
0,42,0,104,0,0,,0
0,76,0,23,0,0,,0
0,58,1,0.455648,0,0,13606,2
0,37,0,0.18643,0,0,8297,4
0,45,0,0.334123,0,0,3800,0
0,48,0,2212,0,0,,0
0,48,0,0.650397,0,0,3400,0
0,68,1,0.445242,0,0,2227,0
0,63,0,0.298137,0,0,8750,2
0,67,0,2073,0,0,,0
0,72,2,0.143986,0,0,10500,0
0,60,0,1.152352,0,0,4528,0
0,55,0,82,1,0,,0
0,63,1,0.409511,1,1,15266,0
0,70,0,96,0,0,,0
0,91,0,0.37981,0,0,2000,0
0,52,2,5650,0,0,,2
0,32,0,0.172991,0,0,20000,0
0,52,1,0.522866,0,0,9030,1
0,46,0,499,0,0,,3
0,42,0,0.25342,0,0,4166,0
0,27,0,0.088916,0,0,820,0
0,60,0,2507,0,0,,0
0,78,1,49,0,0,,0
0,63,0,1529,0,0,,0
0,61,0,0.420115,0,0,7973,0
0,64,0,0.332109,0,0,1360,0
0,54,0,0.460294,0,0,4016,2
0,49,0,0.441902,0,0,4500,3
0,60,0,0.363664,0,0,10000,4
0,57,0,2400,0,0,,0
0,36,0,0.537252,0,0,5341,4
0,37,0,0.196546,0,0,4400,1
0,38,0,0.2719,0,0,6700,2
0,79,0,759,0,0,,
0,49,0,0.229967,0,0,7000,1
0,37,0,0.459439,0,0,2600,2
0,31,0,0.884319,0,0,3500,1
0,63,1,0.268878,0,0,4250,0
0,50,0,0.313683,0,0,6496,0
0,85,0,856,0,0,,0
0,77,0,1801,0,0,,0
0,60,0,1353,0,0,,0
0,58,0,0.230283,0,0,11220,1
0,74,0,0,0,0,,
0,54,0,0.2978,0,0,6500,0
0,58,0,0.256494,0,0,2771,0
0,39,0,3.05098,0,0,254,2
0,71,0,2,0,0,0,0
0,36,0,0.457254,0,0,6175,3
0,53,0,0.254075,0,0,12944,0
0,38,2,0.341407,0,0,2600,2
0,84,0,0.025634,0,0,27580,0
0,71,0,1018,0,0,,0
0,49,0,0.857036,0,0,4000,1
0,46,0,0.146713,0,0,4000,0
0,60,0,0.175596,0,0,11833,0
0,48,1,0.09194,0,0,4850,2
0,43,0,0.226525,0,0,11000,3
0,76,0,82,0,0,,0
0,30,0,0.209805,0,0,5690,2
0,34,0,0.197237,0,0,5500,0
0,66,0,0.526178,0,0,9167,0
0,60,0,1583,0,0,,0
0,45,0,0.373577,0,0,8083,0
0,61,0,0.20998,0,0,10500,0
0,42,0,0.330278,0,0,6000,0
0,40,0,0.354418,0,0,3983,0
0,68,0,0.080066,0,0,5457,1
0,48,0,0.36091,0,0,4000,1
0,61,0,0.14368,0,0,9200,1
0,31,0,0.524241,0,1,1876,0
0,30,0,0,0,0,2200,0
0,41,0,0.070756,0,0,5200,2
0,58,0,2962,0,0,,0
0,61,1,0.330182,0,0,4124,1
0,38,0,1.503233,0,0,1700,0
0,47,0,0.74318,0,0,7000,0
0,25,0,0,0,0,600,0
0,52,0,0.134541,0,0,9000,0
0,64,0,0.0799,0,0,800,0
0,54,0,0.241406,0,0,10500,0
0,41,0,0,0,0,5000,0
0,46,0,4052,0,0,0,0
0,31,0,0.384937,0,0,2150,0
0,62,0,223,0,0,,1
0,46,0,0.329025,0,0,2862,2
0,51,0,7575,0,0,,0
0,51,0,0.643471,0,0,5000,1
0,41,0,0.486584,0,0,9391,4
0,25,1,43,0,0,,
0,66,0,986,0,0,0,0
0,42,0,0.524328,0,0,9083,2
0,68,0,1.386205,0,0,3000,1
0,38,0,0,0,0,0,0
0,70,0,0.02399,0,0,2500,0
0,74,0,149,0,0,,0
0,47,1,0.455309,0,0,5000,1
0,45,0,0.245787,0,0,7416,2
0,40,0,0.135173,0,0,5000,0
0,73,0,15,0,0,,0
0,56,0,2531,0,0,,1
0,81,0,1.803755,0,0,13900,0
0,39,0,0.608025,0,0,5831,3
0,30,2,0.291744,0,0,2700,0
0,58,0,0.168769,0,0,4200,0
0,44,0,767,0,0,,0
0,66,0,0.016197,0,0,5000,0
0,45,0,0.198624,0,0,12500,0
0,71,0,0.293264,0,0,4200,0
0,79,0,0.343137,0,0,8363,0
0,26,0,1.11236,0,0,800,0
0,50,0,0.457898,0,0,4500,0
0,49,0,0.045498,0,0,9450,3
0,34,0,0.314449,0,0,4200,1
0,35,0,5201,0,0,,0
0,79,0,0.306095,0,0,5200,0
0,48,0,0.380176,0,0,14900,3
0,65,0,1577,0,0,,0
0,63,0,0.639556,0,0,8200,0
0,52,0,2154,0,0,,
0,51,0,0.406752,0,0,1243,0
0,44,0,0.125083,1,1,4500,5
0,51,1,0.288825,0,0,2800,0
0,60,0,0.37221,0,0,4166,0
0,57,0,0.210797,0,0,3500,0
0,72,0,0.489188,0,0,9202,1
0,65,0,1763,0,0,,0
0,66,2,0.327726,0,0,6895,0
0,45,0,0.56343,0,0,8000,1
0,45,1,0.271315,0,0,7400,3
0,44,0,0.340492,0,0,2560,2
0,54,0,0.255097,0,0,8533,0
0,68,0,0.020119,0,0,8200,1
0,46,0,0.365971,0,0,12500,2
0,32,0,0.361044,1,0,5400,0
0,49,3,0.444809,0,1,7310,2
0,55,0,0.078928,0,0,15000,0
0,43,1,0.389681,0,0,7500,0
0,44,0,0.35766,0,0,8700,0
0,46,0,3158,0,0,,3
0,61,0,0.530378,0,0,4262,1
0,64,0,0.241448,0,0,5553,0
0,51,0,0.382518,0,0,6600,0
0,57,0,0.253922,0,0,5800,0
0,56,0,0.51029,0,0,2137,1
0,51,1,0.060306,0,0,2420,0
0,84,0,0.154969,0,0,5000,0
0,52,0,0.00038,0,0,7900,0
0,56,0,3065,0,0,,
0,66,1,0.556988,0,1,1938,0
0,68,0,0.09561,0,0,10500,0
0,73,0,2104,0,0,,0
0,24,0,57,1,0,,0
0,66,0,0.000114,0,0,8759,0
0,53,0,2435,0,0,,3
0,54,0,742,0,0,,0
0,57,0,2.025487,0,0,2000,3
0,32,0,0.108199,0,0,3280,0
0,66,0,0.098798,0,0,8400,0
0,50,0,0.008268,0,0,702500,2
0,49,0,0.198472,0,0,10600,0
0,50,0,0.566686,0,0,5300,3
0,77,0,0.07904,0,0,10500,0
0,42,0,0.353781,0,0,9666,0
0,40,0,1477,0,0,0,2
0,63,0,0.22349,0,0,10250,0
0,57,0,0.314096,0,0,9200,0
0,66,0,0.579916,0,0,2608,0
0,38,0,0.446156,0,0,6230,0
0,80,0,18,0,0,,0
0,61,0,0.432867,0,0,4356,0
0,38,0,0.101985,0,0,7000,0
0,56,0,0.33679,0,0,4435,2
0,46,0,0.238985,0,0,4924,3
0,44,0,0.87118,0,0,3500,1
0,66,0,0.038262,0,0,3475,1
0,50,0,0.118828,0,0,4333,2
0,57,0,0.349298,0,0,9750,1
0,70,0,0.088015,0,0,62000,0
0,62,1,0.365438,0,0,6104,0
0,63,0,0.148717,0,0,18356,2
0,36,0,1.736499,0,0,2147,1
0,67,0,2462,1,0,,1
0,37,1,0.313953,0,0,5417,0
0,66,0,0.705024,0,0,1850,0
0,45,0,0.002908,0,0,2750,1
0,76,0,0.239437,0,0,2200,0
0,39,0,0.002399,0,0,2500,0
0,57,2,0.516341,0,0,14166,3
0,30,0,0.45918,0,0,3000,0
0,48,0,848,0,0,,0
0,51,0,0.68748,0,0,9192,0
0,86,0,0.145221,0,0,2175,0
0,43,1,0.712202,0,0,10833,3
0,62,0,0.503899,0,0,3333,1
0,31,0,2.027842,1,0,430,0
0,77,0,29,0,0,0,0
0,51,0,0.531877,0,0,5583,0
0,35,1,0.412943,0,0,12083,2
0,56,0,0.519481,0,0,4542,0
0,75,0,1042,0,0,,0
0,27,0,0.069645,0,0,5125,0
0,52,0,0.002647,0,0,10200,0
0,33,0,0.117344,0,0,20000,1
0,27,0,0.288985,3,0,2532,0
0,51,0,0.202273,0,0,4750,3
0,40,0,4201,0,0,,1
0,42,0,0.405276,0,0,9400,3
0,39,0,0.222607,0,0,3750,2
0,31,0,1.047725,0,0,900,0
0,38,2,0.345142,0,0,6040,0
0,65,0,0.341374,0,0,4642,0
0,44,0,2760,0,0,,0
0,55,0,0.523279,0,1,3500,0
0,36,0,2068,0,0,0,7
0,54,0,1274,0,0,,
0,53,0,0.600255,0,0,9400,1
0,43,0,0.356819,0,0,8600,0
0,59,1,0.023991,0,0,1833,0
0,60,0,0.118985,0,0,16833,2
0,68,0,0.315405,0,0,8905,0
0,40,3,0.554444,0,0,6997,2
0,55,0,0.403817,0,0,3300,1
0,68,0,0.994358,0,0,4607,0
0,65,0,2.399223,0,0,1800,0
0,43,0,0.225412,0,0,4666,0
0,31,0,0.344845,0,0,3850,0
0,51,0,0.87675,0,0,5500,1
0,65,2,2.068195,0,0,1788,0
0,38,1,0.594044,0,0,4566,1
0,68,0,2663,0,0,,0
